index,Ship Mode,Predicted
29985,Second Class,Standard Class
45338,Standard Class,Standard Class
20088,Standard Class,Standard Class
43972,Standard Class,Standard Class
17507,Standard Class,Standard Class
28161,Same Day,Standard Class
16772,Standard Class,Standard Class
42608,Standard Class,Standard Class
36700,Standard Class,Standard Class
8277,Standard Class,Standard Class
48676,Second Class,Standard Class
33537,Standard Class,Standard Class
21340,Standard Class,Standard Class
39282,Standard Class,Standard Class
2035,First Class,Standard Class
45019,Standard Class,Standard Class
5457,Standard Class,Standard Class
8989,Standard Class,Standard Class
37122,Standard Class,Standard Class
14051,Second Class,Standard Class
1258,Second Class,Standard Class
24593,First Class,Standard Class
10294,First Class,Standard Class
40276,Standard Class,Standard Class
23821,First Class,Standard Class
16476,Standard Class,Standard Class
28580,First Class,Standard Class
3479,First Class,Standard Class
30601,First Class,Standard Class
47871,Standard Class,Standard Class
10019,Same Day,
17443,Standard Class,Standard Class
20164,Standard Class,Standard Class
26330,Second Class,Standard Class
10067,Same Day,Standard Class
1771,Second Class,Standard Class
44557,Standard Class,Standard Class
45772,Second Class,Standard Class
48913,Standard Class,Standard Class
36175,Standard Class,Standard Class
375,Standard Class,Standard Class
48778,First Class,
2019,Second Class,Standard Class
46728,Standard Class,Standard Class
25722,Same Day,
1480,First Class,Standard Class
17737,Standard Class,Standard Class
35808,Standard Class,Standard Class
40132,Standard Class,Standard Class
37364,Standard Class,Standard Class
27145,First Class,Standard Class
11088,Second Class,Standard Class
48522,Standard Class,Standard Class
28352,Same Day,Standard Class
39576,Standard Class,Standard Class
43019,Standard Class,Standard Class
21948,Standard Class,Standard Class
8615,Standard Class,Standard Class
2795,Standard Class,Standard Class
10140,Second Class,Standard Class
47373,First Class,Standard Class
6058,Second Class,Standard Class
3607,Standard Class,Standard Class
34976,Standard Class,Standard Class
37852,Standard Class,Standard Class
20860,Standard Class,Standard Class
25988,First Class,Standard Class
27099,Second Class,Standard Class
28710,First Class,
32919,Standard Class,Standard Class
33501,Standard Class,Standard Class
19728,Standard Class,Standard Class
8586,Standard Class,Standard Class
42995,Standard Class,Standard Class
6988,Standard Class,Standard Class
37720,Standard Class,Standard Class
8851,Standard Class,Standard Class
35256,Standard Class,Standard Class
49114,First Class,Standard Class
32537,Standard Class,Standard Class
47908,Standard Class,Standard Class
2006,First Class,Standard Class
4602,Second Class,Standard Class
48138,Standard Class,Standard Class
35906,Standard Class,Standard Class
30405,First Class,Standard Class
38781,Standard Class,Standard Class
21771,Standard Class,Standard Class
6927,Standard Class,Standard Class
16071,Standard Class,Standard Class
41094,Standard Class,Standard Class
36420,Standard Class,Standard Class
18193,Standard Class,Standard Class
4318,First Class,
28009,First Class,
48067,Standard Class,Standard Class
31816,Second Class,
47549,Second Class,Standard Class
12996,First Class,Standard Class
30443,First Class,Standard Class
13893,Second Class,Standard Class
9131,Standard Class,Standard Class
32358,Standard Class,Standard Class
42529,Standard Class,Standard Class
4453,Second Class,Standard Class
30085,First Class,
14894,Second Class,Standard Class
34993,Standard Class,Standard Class
1404,First Class,
8556,Standard Class,Standard Class
15981,Standard Class,Standard Class
15655,Standard Class,Standard Class
47455,Standard Class,Standard Class
27409,First Class,Standard Class
23718,First Class,Standard Class
48984,Standard Class,Standard Class
10201,Same Day,Standard Class
38914,Standard Class,Standard Class
12163,Second Class,Standard Class
44278,Standard Class,Standard Class
36503,Standard Class,Standard Class
3782,First Class,Standard Class
6522,Second Class,Standard Class
39217,Standard Class,Standard Class
21001,Standard Class,Standard Class
21983,Standard Class,Standard Class
7556,Standard Class,Standard Class
21549,Standard Class,Standard Class
11358,First Class,
1693,Second Class,Standard Class
39471,Standard Class,Standard Class
21617,Standard Class,Standard Class
9527,Same Day,
3353,Second Class,
24441,Same Day,Standard Class
25626,Second Class,Standard Class
13714,First Class,Standard Class
34758,Standard Class,Standard Class
33797,Standard Class,Standard Class
34618,Standard Class,Standard Class
2303,Same Day,Standard Class
45027,Standard Class,Standard Class
37812,Standard Class,Standard Class
29678,Second Class,Standard Class
13661,First Class,Standard Class
40544,Standard Class,Standard Class
4684,Second Class,Standard Class
16060,Standard Class,Standard Class
37292,Standard Class,Standard Class
42199,Standard Class,Standard Class
38780,Standard Class,Standard Class
49111,Same Day,Standard Class
1245,Second Class,Standard Class
44630,Standard Class,Standard Class
1730,Second Class,Standard Class
13520,First Class,Standard Class
15504,Standard Class,Standard Class
31137,Second Class,Standard Class
1995,First Class,Standard Class
4657,Second Class,
18866,Standard Class,Standard Class
18678,Standard Class,Standard Class
1761,First Class,Standard Class
19039,Standard Class,Standard Class
44517,Standard Class,Standard Class
33108,Standard Class,Standard Class
24521,First Class,Standard Class
21537,Standard Class,Standard Class
39281,Standard Class,Standard Class
15637,Standard Class,Standard Class
41408,Standard Class,Standard Class
8423,Standard Class,Standard Class
7049,Standard Class,Standard Class
45574,Standard Class,Standard Class
8685,Standard Class,Standard Class
2327,First Class,Standard Class
24226,Second Class,
42806,Standard Class,Standard Class
17145,Standard Class,Standard Class
882,Standard Class,Standard Class
43216,Standard Class,Standard Class
1130,Standard Class,Standard Class
18612,Standard Class,Standard Class
7177,Standard Class,Standard Class
4298,Standard Class,Standard Class
39933,Standard Class,Standard Class
7139,Standard Class,Standard Class
46378,Standard Class,Standard Class
8689,Standard Class,Standard Class
951,Standard Class,Standard Class
32287,Second Class,Standard Class
24035,Second Class,
15512,Standard Class,Standard Class
36292,Standard Class,Standard Class
7920,Standard Class,Standard Class
21151,Standard Class,Standard Class
39214,Standard Class,Standard Class
9773,First Class,Standard Class
32252,Second Class,Standard Class
32074,Second Class,Standard Class
31755,Second Class,Standard Class
47254,Standard Class,Standard Class
17784,Standard Class,Standard Class
4359,Second Class,
29377,Second Class,Standard Class
33538,Standard Class,Standard Class
34448,Standard Class,Standard Class
13288,First Class,Standard Class
790,Standard Class,Standard Class
30018,First Class,
14700,Second Class,Standard Class
27786,First Class,
6391,Second Class,Standard Class
44576,Standard Class,Standard Class
5283,Standard Class,Standard Class
48449,Standard Class,Standard Class
43633,Standard Class,Standard Class
15033,Second Class,Standard Class
31973,Second Class,
30712,First Class,Standard Class
19359,Standard Class,Standard Class
31855,Second Class,Standard Class
33254,Standard Class,Standard Class
18126,Standard Class,Standard Class
48942,Standard Class,Standard Class
25761,Same Day,Standard Class
6157,First Class,
6959,Standard Class,Standard Class
22439,Standard Class,Standard Class
45073,Standard Class,Standard Class
11133,Second Class,Standard Class
33681,Standard Class,Standard Class
35427,Standard Class,Standard Class
49124,Second Class,Standard Class
35006,Standard Class,Standard Class
18731,Standard Class,Standard Class
49489,Standard Class,Standard Class
30000,Second Class,Standard Class
44317,Standard Class,Standard Class
15912,Standard Class,Standard Class
47981,Second Class,Standard Class
519,Standard Class,Standard Class
6787,Standard Class,Standard Class
24185,First Class,Standard Class
23770,First Class,Standard Class
19346,Standard Class,Standard Class
18263,Standard Class,Standard Class
40645,Standard Class,Standard Class
45683,Second Class,Standard Class
35001,Standard Class,Standard Class
44802,Standard Class,Standard Class
41485,Standard Class,Standard Class
21061,Standard Class,Standard Class
12407,First Class,Standard Class
16152,Standard Class,Standard Class
30963,Same Day,Standard Class
5208,Standard Class,Standard Class
49540,Second Class,Standard Class
46748,Standard Class,Standard Class
10900,Same Day,Standard Class
997,Standard Class,Standard Class
21915,Standard Class,Standard Class
42330,Standard Class,Standard Class
13645,First Class,Standard Class
25077,Second Class,Standard Class
27162,Same Day,Standard Class
16426,Standard Class,Standard Class
14768,Second Class,Standard Class
47083,Standard Class,Standard Class
25284,First Class,Standard Class
24748,Second Class,Standard Class
37647,Standard Class,Standard Class
38789,Standard Class,Standard Class
22223,Standard Class,Standard Class
37943,Standard Class,Standard Class
45866,Standard Class,Standard Class
25104,Second Class,Standard Class
15869,Standard Class,Standard Class
32942,Standard Class,Standard Class
23433,Standard Class,Standard Class
33401,Standard Class,Standard Class
41579,Standard Class,Standard Class
29040,First Class,Standard Class
27572,Second Class,Standard Class
323,Standard Class,Standard Class
21942,Standard Class,Standard Class
41505,Standard Class,Standard Class
20886,Standard Class,Standard Class
25903,First Class,Standard Class
43958,Standard Class,Standard Class
7146,Standard Class,Standard Class
14957,Second Class,Standard Class
19883,Standard Class,Standard Class
19812,Standard Class,Standard Class
13449,First Class,
2077,First Class,Standard Class
6619,Second Class,Standard Class
12999,First Class,Standard Class
45494,Standard Class,Standard Class
35409,Standard Class,Standard Class
46830,Standard Class,Standard Class
11348,Second Class,
6544,Second Class,Standard Class
44947,Standard Class,Standard Class
20494,Standard Class,Standard Class
49329,Standard Class,Standard Class
23490,Standard Class,Standard Class
49197,Standard Class,Standard Class
29495,Second Class,Standard Class
13636,First Class,Standard Class
36944,Standard Class,Standard Class
1144,Standard Class,Standard Class
44831,Standard Class,Standard Class
2883,Standard Class,Standard Class
42100,Standard Class,Standard Class
46956,Standard Class,Standard Class
20844,Standard Class,Standard Class
7080,Standard Class,Standard Class
31342,Second Class,
21994,Standard Class,Standard Class
31664,Second Class,Standard Class
46788,Standard Class,Standard Class
31174,Second Class,Standard Class
10660,Second Class,Standard Class
44655,Standard Class,Standard Class
33475,Standard Class,Standard Class
40992,Standard Class,Standard Class
49512,Second Class,Standard Class
26528,Second Class,Standard Class
4192,Standard Class,Standard Class
1830,Same Day,Standard Class
13586,First Class,Standard Class
48175,Standard Class,Standard Class
6678,Standard Class,Standard Class
38638,Standard Class,Standard Class
42846,Standard Class,Standard Class
10815,Second Class,Standard Class
10242,Second Class,
45571,Standard Class,Standard Class
40888,Standard Class,Standard Class
11298,Second Class,Standard Class
13311,First Class,Standard Class
44547,Standard Class,Standard Class
7570,Standard Class,Standard Class
33423,Standard Class,Standard Class
4485,First Class,Standard Class
38926,Standard Class,Standard Class
22889,Standard Class,Standard Class
14209,Second Class,Standard Class
43356,Standard Class,Standard Class
27259,Second Class,Standard Class
37584,Standard Class,Standard Class
30369,First Class,Standard Class
43147,Standard Class,Standard Class
35681,Standard Class,Standard Class
31050,Same Day,
2015,First Class,Standard Class
35106,Standard Class,Standard Class
46957,Standard Class,Standard Class
13920,Second Class,Standard Class
43814,Standard Class,Standard Class
40976,Standard Class,Standard Class
23760,Second Class,
11372,Same Day,
14544,Second Class,Standard Class
23101,Standard Class,Standard Class
41125,Standard Class,Standard Class
73,Standard Class,Standard Class
6794,Standard Class,Standard Class
29036,First Class,
16757,Standard Class,Standard Class
31898,Second Class,
30944,Same Day,Standard Class
49171,Same Day,Standard Class
34036,Standard Class,Standard Class
2168,First Class,Standard Class
32024,Second Class,Standard Class
17752,Standard Class,Standard Class
9710,First Class,Standard Class
12310,First Class,Standard Class
23623,Second Class,Standard Class
45732,First Class,
29164,Second Class,Standard Class
4912,Standard Class,Standard Class
41044,Standard Class,Standard Class
16988,Standard Class,Standard Class
36737,Standard Class,Standard Class
6403,Second Class,Standard Class
2362,Second Class,Standard Class
15067,Second Class,Standard Class
27215,Second Class,Standard Class
3686,Standard Class,Standard Class
9655,First Class,Standard Class
3374,First Class,
4503,Second Class,Standard Class
36092,Standard Class,Standard Class
27109,Second Class,
2823,Standard Class,Standard Class
14200,Second Class,Standard Class
41802,Standard Class,Standard Class
45812,Standard Class,Standard Class
19994,Standard Class,Standard Class
15451,Standard Class,Standard Class
43525,Standard Class,Standard Class
34608,Standard Class,Standard Class
6509,Second Class,Standard Class
22551,Standard Class,Standard Class
1620,Second Class,Standard Class
9107,Standard Class,Standard Class
8175,Standard Class,Standard Class
10184,Same Day,
15428,Standard Class,Standard Class
46945,Second Class,Standard Class
46762,Standard Class,Standard Class
22591,Standard Class,Standard Class
31072,Same Day,
26030,First Class,Standard Class
47935,Second Class,Standard Class
8251,Standard Class,Standard Class
33500,Standard Class,Standard Class
29562,Second Class,Standard Class
17572,Standard Class,Standard Class
46711,Standard Class,Standard Class
4365,Second Class,Standard Class
35022,Standard Class,Standard Class
6681,Standard Class,Standard Class
5814,Standard Class,Standard Class
11453,First Class,
96,Standard Class,Standard Class
11877,First Class,Standard Class
46526,Standard Class,Standard Class
2581,Standard Class,Standard Class
16304,Standard Class,Standard Class
45740,Same Day,Standard Class
68,Standard Class,Standard Class
33668,Standard Class,Standard Class
39061,Standard Class,Standard Class
12424,First Class,Standard Class
34135,Standard Class,Standard Class
36365,Standard Class,Standard Class
21762,Standard Class,Standard Class
13662,First Class,Standard Class
42271,Standard Class,Standard Class
17061,Standard Class,Standard Class
19191,Standard Class,Standard Class
13475,First Class,Standard Class
40576,Standard Class,Standard Class
10770,Second Class,Standard Class
6023,First Class,Standard Class
29788,Second Class,Standard Class
39590,Standard Class,Standard Class
18696,Standard Class,Standard Class
46336,Standard Class,Standard Class
48448,Standard Class,Standard Class
13512,First Class,
39286,Standard Class,Standard Class
46204,Same Day,Standard Class
18753,Standard Class,Standard Class
44427,Standard Class,Standard Class
14239,Second Class,Standard Class
24838,Second Class,Standard Class
45152,Second Class,Standard Class
20706,Standard Class,Standard Class
27932,First Class,
14401,Second Class,Standard Class
18652,Standard Class,Standard Class
41263,Standard Class,Standard Class
21517,Standard Class,Standard Class
49482,Standard Class,Standard Class
5382,Standard Class,Standard Class
30614,First Class,Standard Class
34430,Standard Class,Standard Class
38964,Standard Class,Standard Class
34389,Standard Class,Standard Class
22136,Standard Class,Standard Class
2995,Standard Class,Standard Class
30581,First Class,Standard Class
34378,Standard Class,Standard Class
40891,Standard Class,Standard Class
16620,Standard Class,Standard Class
28816,First Class,Standard Class
21306,Standard Class,Standard Class
40750,Standard Class,Standard Class
13558,First Class,Standard Class
43712,Standard Class,Standard Class
14149,Second Class,Standard Class
37323,Standard Class,Standard Class
21528,Standard Class,Standard Class
24457,Same Day,Standard Class
24700,Second Class,Standard Class
5376,Standard Class,Standard Class
34475,Standard Class,Standard Class
37826,Standard Class,Standard Class
9090,Standard Class,Standard Class
12359,Second Class,Standard Class
42811,Standard Class,Standard Class
4513,Second Class,Standard Class
37675,Standard Class,Standard Class
38616,Standard Class,Standard Class
26295,Second Class,Standard Class
43542,Standard Class,Standard Class
13631,First Class,
21453,Standard Class,Standard Class
24601,First Class,Standard Class
22475,Standard Class,Standard Class
41431,Standard Class,Standard Class
30470,First Class,Standard Class
14288,Second Class,Standard Class
45773,Second Class,Standard Class
10941,Second Class,Standard Class
48589,Standard Class,Standard Class
13801,First Class,Standard Class
9738,Same Day,Standard Class
3459,Second Class,Standard Class
30108,First Class,
11511,Second Class,
46520,Standard Class,Standard Class
12366,First Class,Standard Class
23480,Standard Class,Standard Class
30939,Same Day,Standard Class
3433,Second Class,
17535,Standard Class,Standard Class
47899,First Class,
754,Standard Class,Standard Class
45298,First Class,Standard Class
7651,Standard Class,Standard Class
15427,Standard Class,Standard Class
8361,Standard Class,Standard Class
8801,Standard Class,Standard Class
37718,Standard Class,Standard Class
12755,Same Day,Standard Class
7995,Standard Class,Standard Class
6161,Second Class,Standard Class
5096,Standard Class,Standard Class
21643,Standard Class,Standard Class
49168,First Class,Standard Class
30395,First Class,Standard Class
42927,Standard Class,Standard Class
7758,Standard Class,Standard Class
31601,Second Class,Standard Class
9002,Standard Class,Standard Class
31156,Second Class,Standard Class
12380,First Class,Standard Class
37087,Standard Class,Standard Class
4406,Second Class,Standard Class
8142,Standard Class,Standard Class
31399,Second Class,Standard Class
23018,Standard Class,Standard Class
31809,Second Class,
45056,Standard Class,Standard Class
15105,Second Class,Standard Class
16251,Standard Class,Standard Class
22213,Standard Class,Standard Class
11505,Second Class,Standard Class
40468,Standard Class,Standard Class
32380,Standard Class,Standard Class
17028,Standard Class,Standard Class
12800,Same Day,Standard Class
15743,Standard Class,Standard Class
3188,Standard Class,Standard Class
16650,Standard Class,Standard Class
30345,First Class,Standard Class
8638,Standard Class,Standard Class
48321,Standard Class,Standard Class
26417,Second Class,
35279,Standard Class,Standard Class
13608,First Class,Standard Class
34813,Standard Class,Standard Class
38807,Standard Class,Standard Class
34258,Standard Class,Standard Class
46228,First Class,Standard Class
30195,First Class,
7352,Standard Class,Standard Class
37743,Standard Class,Standard Class
42124,Standard Class,Standard Class
6841,Standard Class,Standard Class
28831,First Class,Standard Class
12212,Second Class,
16024,Standard Class,Standard Class
8886,Standard Class,Standard Class
33135,Standard Class,Standard Class
48690,Standard Class,Standard Class
14146,Second Class,Standard Class
43709,Standard Class,Standard Class
10345,First Class,Standard Class
45305,Second Class,Standard Class
10812,Second Class,Standard Class
44833,Standard Class,Standard Class
18758,Standard Class,Standard Class
38705,Standard Class,Standard Class
45473,Standard Class,Standard Class
22023,Standard Class,Standard Class
16850,Standard Class,Standard Class
10708,Second Class,Standard Class
45341,Same Day,Standard Class
24535,First Class,Standard Class
8984,Standard Class,Standard Class
2657,Standard Class,Standard Class
33878,Standard Class,Standard Class
48362,First Class,
31411,Second Class,Standard Class
4642,Second Class,Standard Class
41171,Standard Class,Standard Class
43471,Standard Class,Standard Class
2088,Same Day,Standard Class
12779,Same Day,Standard Class
9569,First Class,Standard Class
44731,Standard Class,Standard Class
29673,Second Class,Standard Class
23762,Second Class,Standard Class
28388,Same Day,
28764,First Class,
1979,Second Class,Standard Class
44249,Standard Class,Standard Class
47005,Standard Class,Standard Class
22401,Standard Class,Standard Class
48215,Standard Class,Standard Class
39903,Standard Class,Standard Class
23700,Second Class,Standard Class
12648,Same Day,Standard Class
49343,Standard Class,Standard Class
35174,Standard Class,Standard Class
44379,Standard Class,Standard Class
43037,Standard Class,Standard Class
28207,Same Day,Standard Class
2417,First Class,Standard Class
30044,First Class,
34747,Standard Class,Standard Class
23390,Standard Class,Standard Class
1569,Same Day,
12000,First Class,
159,Standard Class,Standard Class
34129,Standard Class,Standard Class
47504,Standard Class,Standard Class
17113,Standard Class,Standard Class
29930,Second Class,Standard Class
8381,Standard Class,Standard Class
2173,Second Class,Standard Class
22509,Standard Class,Standard Class
37589,Standard Class,Standard Class
33987,Standard Class,Standard Class
39998,Standard Class,Standard Class
40783,Standard Class,Standard Class
3483,First Class,Standard Class
37870,Standard Class,Standard Class
23601,First Class,Standard Class
11875,Same Day,Standard Class
16807,Standard Class,Standard Class
43349,Standard Class,Standard Class
37398,Standard Class,Standard Class
3773,Same Day,Standard Class
3964,Standard Class,Standard Class
6337,First Class,Standard Class
47470,Standard Class,Standard Class
45324,Second Class,Standard Class
2243,Second Class,Standard Class
1994,First Class,Standard Class
27715,First Class,Standard Class
39026,Standard Class,Standard Class
46943,Standard Class,Standard Class
19646,Standard Class,Standard Class
28750,First Class,
8930,Standard Class,Standard Class
10874,Second Class,
8837,Standard Class,Standard Class
42986,Standard Class,Standard Class
19959,Standard Class,Standard Class
38868,Standard Class,Standard Class
11177,Second Class,Standard Class
6225,Second Class,Standard Class
31138,Second Class,Standard Class
12334,Same Day,
28138,Same Day,Standard Class
17962,Standard Class,Standard Class
19938,Standard Class,Standard Class
19254,Standard Class,Standard Class
13110,First Class,Standard Class
49041,First Class,Standard Class
8835,Standard Class,Standard Class
12519,Same Day,Standard Class
24967,First Class,Standard Class
8154,Standard Class,Standard Class
41455,Standard Class,Standard Class
588,Standard Class,Standard Class
47673,Second Class,Standard Class
23499,Standard Class,Standard Class
46278,Second Class,Standard Class
29363,Second Class,Standard Class
26438,Second Class,
13557,First Class,Standard Class
41670,Standard Class,Standard Class
19876,Standard Class,Standard Class
38935,Standard Class,Standard Class
36879,Standard Class,Standard Class
18316,Standard Class,Standard Class
42099,Standard Class,Standard Class
23,Standard Class,Standard Class
23660,First Class,
9246,Same Day,Standard Class
9278,Second Class,Standard Class
22619,Standard Class,Standard Class
16635,Standard Class,Standard Class
43956,Standard Class,Standard Class
20252,Standard Class,Standard Class
23808,First Class,
20081,Standard Class,Standard Class
41045,Standard Class,Standard Class
24153,First Class,Standard Class
20362,Standard Class,Standard Class
5796,Standard Class,Standard Class
41153,Standard Class,Standard Class
31950,Second Class,Standard Class
29240,Second Class,Standard Class
46969,Standard Class,Standard Class
48062,Standard Class,Standard Class
25606,First Class,
32205,Second Class,Standard Class
31913,Second Class,
40483,Standard Class,Standard Class
22877,Standard Class,Standard Class
49006,Second Class,
36855,Standard Class,Standard Class
15318,Standard Class,Standard Class
99,Standard Class,Standard Class
42647,Standard Class,Standard Class
49167,First Class,Standard Class
31994,Second Class,Standard Class
1526,First Class,Standard Class
4022,Standard Class,Standard Class
41376,Standard Class,Standard Class
10285,Second Class,Standard Class
16473,Standard Class,Standard Class
37134,Standard Class,Standard Class
21534,Standard Class,Standard Class
49043,Standard Class,Standard Class
10456,First Class,Standard Class
33516,Standard Class,Standard Class
2560,Standard Class,Standard Class
22673,Standard Class,Standard Class
25729,Same Day,Standard Class
28518,First Class,Standard Class
34947,Standard Class,Standard Class
15392,Standard Class,Standard Class
28300,Same Day,Standard Class
33773,Standard Class,Standard Class
48576,Standard Class,Standard Class
1004,Standard Class,Standard Class
13401,First Class,Standard Class
1713,First Class,Standard Class
20423,Standard Class,Standard Class
29628,Second Class,Standard Class
13982,Second Class,Standard Class
42512,Standard Class,Standard Class
35556,Standard Class,Standard Class
13408,First Class,Standard Class
34627,Standard Class,Standard Class
37076,Standard Class,Standard Class
20529,Standard Class,Standard Class
33596,Standard Class,Standard Class
22787,Standard Class,Standard Class
1854,Second Class,Standard Class
20313,Standard Class,Standard Class
9923,Second Class,Standard Class
23250,Standard Class,Standard Class
27051,Same Day,Standard Class
28087,Second Class,Standard Class
46919,First Class,Standard Class
11333,Second Class,Standard Class
3282,Second Class,Standard Class
14134,Second Class,Standard Class
27441,First Class,Standard Class
46671,Standard Class,Standard Class
8963,Standard Class,Standard Class
16928,Standard Class,Standard Class
6397,Second Class,Standard Class
4158,Standard Class,Standard Class
40029,Standard Class,Standard Class
35856,Standard Class,Standard Class
19096,Standard Class,Standard Class
30573,First Class,Standard Class
29263,Second Class,Standard Class
4323,First Class,
6839,Standard Class,Standard Class
25311,Second Class,Standard Class
43734,Standard Class,Standard Class
31130,Second Class,Standard Class
24367,Second Class,Standard Class
46614,Standard Class,Standard Class
35259,Standard Class,Standard Class
29162,Second Class,Standard Class
27611,Second Class,Standard Class
41298,Standard Class,Standard Class
42824,Standard Class,Standard Class
46863,Same Day,Standard Class
5273,Standard Class,Standard Class
4209,Standard Class,Standard Class
42173,Standard Class,Standard Class
3889,Standard Class,Standard Class
36149,Standard Class,Standard Class
29296,Second Class,Standard Class
4738,Second Class,
15702,Standard Class,Standard Class
20765,Standard Class,Standard Class
6257,Second Class,Standard Class
40293,Standard Class,Standard Class
745,Standard Class,Standard Class
15500,Standard Class,Standard Class
39308,Standard Class,Standard Class
3291,Second Class,Standard Class
28823,First Class,
8817,Standard Class,Standard Class
26426,Second Class,
12898,First Class,Standard Class
13752,First Class,Standard Class
23439,Standard Class,Standard Class
25514,Second Class,Standard Class
21968,Standard Class,Standard Class
48612,Standard Class,Standard Class
44276,Standard Class,Standard Class
43176,Standard Class,Standard Class
29323,Second Class,Standard Class
37699,Standard Class,Standard Class
29276,Second Class,Standard Class
15905,Standard Class,Standard Class
42997,Standard Class,Standard Class
7074,Standard Class,Standard Class
12397,Second Class,
11947,Second Class,Standard Class
23973,Second Class,
8534,Standard Class,Standard Class
40463,Standard Class,Standard Class
3997,Standard Class,Standard Class
17841,Standard Class,Standard Class
36918,Standard Class,Standard Class
24427,Same Day,Standard Class
30095,First Class,
24341,Second Class,Standard Class
6775,Standard Class,Standard Class
32559,Standard Class,Standard Class
33718,Standard Class,Standard Class
15400,Standard Class,Standard Class
4869,Same Day,Standard Class
36068,Standard Class,Standard Class
19556,Standard Class,Standard Class
23128,Standard Class,Standard Class
41041,Standard Class,Standard Class
5888,First Class,Standard Class
11958,First Class,Standard Class
6243,Second Class,Standard Class
10919,First Class,Standard Class
18711,Standard Class,Standard Class
25205,Second Class,Standard Class
27884,Second Class,Standard Class
34734,Standard Class,Standard Class
28862,First Class,Standard Class
27737,Second Class,Standard Class
2058,First Class,
20969,Standard Class,Standard Class
15914,Standard Class,Standard Class
27719,Second Class,Standard Class
38348,Standard Class,Standard Class
40929,Standard Class,Standard Class
20135,Standard Class,Standard Class
15001,Second Class,Standard Class
6325,First Class,
42310,Standard Class,Standard Class
41751,Standard Class,Standard Class
17508,Standard Class,Standard Class
32665,Standard Class,Standard Class
14229,Second Class,Standard Class
22891,Standard Class,Standard Class
43964,Standard Class,Standard Class
16584,Standard Class,Standard Class
8796,Standard Class,Standard Class
12419,Same Day,Standard Class
22941,Standard Class,Standard Class
17421,Standard Class,Standard Class
18982,Standard Class,Standard Class
40555,Standard Class,Standard Class
26615,Second Class,Standard Class
35530,Standard Class,Standard Class
22878,Standard Class,Standard Class
39148,Standard Class,Standard Class
11137,Second Class,Standard Class
1903,Same Day,Standard Class
13915,Second Class,Standard Class
36822,Standard Class,Standard Class
25974,First Class,Standard Class
843,Standard Class,Standard Class
38739,Standard Class,Standard Class
38364,Standard Class,Standard Class
3043,Standard Class,Standard Class
21072,Standard Class,Standard Class
6221,Second Class,Standard Class
21900,Standard Class,Standard Class
29380,Second Class,Standard Class
5547,Standard Class,Standard Class
28182,First Class,Standard Class
20007,Standard Class,Standard Class
6609,First Class,Standard Class
45911,Standard Class,Standard Class
47264,Standard Class,Standard Class
31079,Same Day,
27782,First Class,Standard Class
1622,Same Day,Standard Class
18616,Standard Class,Standard Class
917,Standard Class,Standard Class
48218,Second Class,Standard Class
22933,Standard Class,Standard Class
39791,Standard Class,Standard Class
43381,Standard Class,Standard Class
45416,Standard Class,Standard Class
18562,Standard Class,Standard Class
31271,Second Class,Standard Class
16499,Standard Class,Standard Class
27301,First Class,
37331,Standard Class,Standard Class
40005,Standard Class,Standard Class
5726,Standard Class,Standard Class
29437,Second Class,Standard Class
37670,Standard Class,Standard Class
45789,First Class,Standard Class
34973,Standard Class,Standard Class
4404,First Class,Standard Class
1467,First Class,Standard Class
18383,Standard Class,Standard Class
3116,Standard Class,Standard Class
30915,Same Day,Standard Class
39457,Standard Class,Standard Class
30615,First Class,Standard Class
19581,Standard Class,Standard Class
33808,Standard Class,Standard Class
25035,Second Class,
10985,Second Class,Standard Class
245,Standard Class,Standard Class
5058,Standard Class,Standard Class
43257,Standard Class,Standard Class
20213,Standard Class,Standard Class
41817,Standard Class,Standard Class
37072,Standard Class,Standard Class
31915,Second Class,Standard Class
39659,Standard Class,Standard Class
2114,First Class,Standard Class
25530,Second Class,Standard Class
25331,Second Class,
26370,Second Class,Standard Class
47625,First Class,Standard Class
7143,Standard Class,Standard Class
23502,Standard Class,Standard Class
4536,First Class,Standard Class
8670,Standard Class,Standard Class
25710,Same Day,
25265,First Class,Standard Class
3751,Second Class,Standard Class
6711,Standard Class,Standard Class
32854,Standard Class,Standard Class
25802,Same Day,Standard Class
31434,Second Class,Standard Class
29761,Second Class,Standard Class
27310,Same Day,
24275,Second Class,Standard Class
109,Standard Class,Standard Class
4630,Second Class,Standard Class
10314,Second Class,Standard Class
30868,Same Day,Standard Class
5398,Standard Class,Standard Class
6483,First Class,Standard Class
31459,Second Class,Standard Class
34597,Standard Class,Standard Class
3064,Standard Class,Standard Class
35091,Standard Class,Standard Class
2427,Second Class,Standard Class
42972,Standard Class,Standard Class
9748,Same Day,Standard Class
6174,Second Class,Standard Class
38775,Standard Class,Standard Class
10709,Second Class,Standard Class
44018,Standard Class,Standard Class
43916,Standard Class,Standard Class
25342,Same Day,Standard Class
12073,First Class,Standard Class
9671,Same Day,Standard Class
34288,Standard Class,Standard Class
12109,First Class,
3022,Standard Class,Standard Class
10988,First Class,
39929,Standard Class,Standard Class
21203,Standard Class,Standard Class
22869,Standard Class,Standard Class
18022,Standard Class,Standard Class
15021,Second Class,Standard Class
19799,Standard Class,Standard Class
8622,Standard Class,Standard Class
9920,Second Class,Standard Class
24630,First Class,Standard Class
33290,Standard Class,Standard Class
39123,Standard Class,Standard Class
