,Order Priority,Market,Sales,Quantity,Shipping Cost,Discount,City,State,Country,Region,product category,Ship Mode
35060,1,5,142.56,2,43.396,0.0,3356,1019,25,10,0,First Class
35061,1,5,28.0,4,4.229,0.0,1817,554,92,3,1,Standard Class
35062,3,5,292.8,10,26.409,0.0,561,194,30,2,1,Standard Class
35063,3,5,259.56,3,14.521,0.0,561,194,30,2,2,Standard Class
35064,3,5,43.38,3,2.808,0.0,1834,950,17,10,1,Standard Class
35065,3,5,39.2,7,3.518,0.0,1834,950,17,10,1,Standard Class
35066,3,5,678.592,4,18.241,0.2,1834,950,17,10,0,Standard Class
35067,0,5,1460.5,5,166.136,0.0,2434,776,17,10,0,Same Day
35068,1,5,102.54,3,11.396,0.0,2850,865,38,3,1,Same Day
35069,3,5,60.32,2,4.06,0.0,3076,950,17,10,1,Standard Class
35070,3,5,43.68,6,2.821,0.0,3076,950,17,10,1,Standard Class
35071,3,5,31.2,2,2.044,0.0,3076,950,17,10,1,Standard Class
35072,2,5,523.231,3,42.978,0.002,1483,950,17,10,2,Standard Class
35073,2,5,30.4,5,1.778,0.0,1483,950,17,10,1,Standard Class
35074,3,5,12.18,3,1.125,0.0,2546,833,17,10,1,Same Day
35075,0,5,54.18,3,23.059,0.0,2080,284,81,7,1,First Class
35076,3,5,106.272,3,4.746,0.2,2871,873,35,2,2,Standard Class
35077,3,5,15.6,3,0.909,0.0,1964,41,17,10,1,Standard Class
35078,3,5,188.8,2,12.422,0.0,3308,217,27,10,1,Standard Class
35079,1,5,485.904,3,71.525,0.2,2822,860,81,7,0,Same Day
35080,1,5,359.76,5,47.725,0.2,2822,860,81,7,0,Same Day
35081,1,5,25.84,4,4.805,0.0,2822,860,81,7,1,Same Day
35082,1,5,752.213,3,193.758,0.002,2822,860,81,7,2,Same Day
35083,1,5,13.72,2,2.183,0.0,2822,860,81,7,1,Same Day
35084,3,5,7.46,1,0.773,0.0,3199,675,81,7,1,Standard Class
35085,3,5,58.98,3,4.4,0.0,3199,675,81,7,1,Standard Class
35086,3,5,152.22,3,13.646,0.0,3199,675,81,7,2,Standard Class
35087,3,5,48.72,3,3.34,0.0,2080,284,81,7,1,Standard Class
35088,1,5,41.2,2,4.635,0.0,2080,284,81,7,2,First Class
35089,1,5,47.4,5,4.503,0.0,428,841,17,10,1,Standard Class
35090,1,5,63.04,2,7.001,0.0,428,841,17,10,0,Standard Class
35091,1,5,40.64,2,5.546,0.0,1817,370,81,7,1,Second Class
35092,3,5,52.2,3,4.178,0.0,322,365,30,2,1,Standard Class
35093,3,5,44.6,5,2.46,0.0,1472,647,17,10,1,Standard Class
35094,3,5,13.88,2,0.866,0.0,1472,647,17,10,1,Standard Class
35095,3,5,387.224,4,9.548,0.002,1472,647,17,10,2,Standard Class
35096,3,5,59.46,3,3.486,0.0,2840,863,30,2,1,Standard Class
35097,1,5,750.975,8,73.954,0.002,2795,1025,81,7,2,First Class
35098,1,5,93.06,9,19.627,0.0,2795,1025,81,7,1,First Class
35099,3,5,52.08,3,4.041,0.0,1370,412,30,2,1,Second Class
35100,3,5,2171.6,5,100.902,0.0,1154,729,81,7,2,Second Class
35101,3,5,146.1,3,7.146,0.0,1817,370,81,7,2,Standard Class
35102,3,5,44.58,3,2.607,0.0,1817,370,81,7,1,Standard Class
35103,3,5,13.72,1,0.843,0.0,2867,871,30,2,1,Standard Class
35104,3,5,146.4,5,5.318,0.0,2867,871,30,2,1,Standard Class
35105,3,5,477.124,3,22.934,0.002,2049,54,27,10,2,Standard Class
35106,3,5,162.12,2,7.332,0.0,2049,54,27,10,0,Standard Class
35107,3,5,728.64,3,48.423,0.0,2049,54,27,10,0,Standard Class
35108,3,5,21.12,2,1.34,0.0,2049,54,27,10,1,Standard Class
35109,1,5,32.0,2,5.102,0.0,698,232,92,3,1,First Class
35110,1,5,6.4,2,0.189,0.0,698,232,92,3,1,First Class
35111,1,5,50.0,4,7.818,0.0,698,232,92,3,1,First Class
35112,3,5,804.56,4,37.088,0.0,1428,862,38,3,1,Standard Class
35113,3,5,21.54,3,1.966,0.0,1428,862,38,3,1,Standard Class
35114,3,5,356.4,5,29.24,0.0,1428,862,38,3,0,Standard Class
35115,1,5,193.56,6,28.786,0.0,2309,446,30,2,1,First Class
35116,3,5,64.4,7,6.621,0.0,2852,729,81,7,1,Standard Class
35117,1,5,15.24,3,3.013,0.0,2862,950,17,10,1,First Class
35118,1,5,1264.47,5,140.523,0.002,2862,950,17,10,2,First Class
35119,1,5,44.82,3,6.989,0.0,2862,950,17,10,1,First Class
35120,1,5,24.78,1,3.397,0.0,2862,950,17,10,1,First Class
35121,1,5,25.86,3,1.192,0.0,2862,950,17,10,1,First Class
35122,1,5,203.2,10,32.227,0.0,3076,950,17,10,1,Standard Class
35123,3,5,620.32,8,49.455,0.0,2080,284,81,7,2,Standard Class
35124,2,5,429.6,8,72.189,0.0,489,849,11,2,2,Standard Class
35125,2,5,32.22,1,3.593,0.0,489,849,11,2,1,Standard Class
35126,2,5,26.76,3,5.461,0.0,489,849,11,2,1,Standard Class
35127,3,5,17.2,4,1.087,0.0,2853,1030,30,2,1,Standard Class
35128,3,5,88.1,5,7.631,0.0,2853,1030,30,2,1,Standard Class
35129,3,5,35.6,5,3.051,0.0,2853,1030,30,2,1,Standard Class
35130,3,5,618.56,2,49.372,0.0,2853,1030,30,2,0,Standard Class
35131,3,5,33.64,1,1.736,0.0,187,76,30,2,1,Standard Class
35132,1,5,135.92,4,11.265,0.0,2867,871,30,2,1,Standard Class
35133,3,5,7.38,1,0.927,0.0,3308,217,27,10,1,Standard Class
35134,0,5,8.84,1,3.301,0.0,162,950,17,10,1,Second Class
35135,3,5,442.8,10,16.024,0.0,719,243,30,2,2,Second Class
35136,0,5,147.712,2,39.836,0.2,2871,873,35,2,0,Same Day
35137,3,5,34.56,1,2.165,0.0,1963,596,92,3,0,Standard Class
35138,3,5,48.86,1,4.069,0.0,1963,596,92,3,2,Standard Class
35139,3,5,293.44,4,25.671,0.0,3076,950,17,10,0,Standard Class
35140,3,5,1180.23,6,52.779,0.002,831,766,17,10,2,Standard Class
35141,3,5,930.0,3,73.309,0.0,831,766,17,10,0,Standard Class
35142,3,5,94.8,3,1.181,0.0,831,766,17,10,0,Standard Class
35143,3,5,33.36,3,3.277,0.0,831,766,17,10,1,Standard Class
35144,3,5,193.98,3,7.719,0.0,831,766,17,10,1,Standard Class
35145,3,5,59.84,2,7.084,0.0,831,766,17,10,1,Standard Class
35146,3,5,111.12,4,4.382,0.0,831,766,17,10,1,Standard Class
35147,3,5,120.0,3,2.479,0.0,831,766,17,10,1,Standard Class
35148,3,5,826.56,3,28.81,0.0,141,357,17,10,0,Standard Class
35149,3,5,94.02,3,10.734,0.0,3357,374,50,3,1,First Class
35150,1,5,4.52,1,0.481,0.0,147,862,38,3,1,Standard Class
35151,2,5,60.92,2,9.167,0.0,2608,818,50,3,1,Standard Class
35152,3,5,48.4,10,5.147,0.0,1089,210,17,10,1,Standard Class
35153,1,5,122.0,4,24.225,0.0,3359,374,50,3,1,First Class
35154,1,5,69.12,2,9.374,0.0,3359,374,50,3,1,First Class
35155,3,5,74.48,4,5.217,0.0,1980,365,30,2,1,Standard Class
35156,3,5,67.2,4,4.764,0.0,147,862,38,3,0,Standard Class
35157,3,5,15.76,4,2.11,0.0,807,284,81,7,1,Standard Class
35158,3,5,191.88,6,18.473,0.0,807,284,81,7,1,Standard Class
35159,3,5,91.86,1,3.099,0.0,807,284,81,7,1,Standard Class
35160,3,5,328.14,9,17.191,0.0,807,284,81,7,1,Standard Class
35161,1,5,22.24,2,2.363,0.0,2090,284,81,7,1,Standard Class
35162,1,5,68.28,6,11.84,0.0,2090,284,81,7,1,Standard Class
35163,1,5,94.44,6,10.116,0.0,2090,284,81,7,1,Standard Class
35164,1,5,541.184,7,54.857,0.2,2090,284,81,7,0,Standard Class
35165,1,5,20.724,1,4.32,0.4,2090,284,81,7,0,Standard Class
35166,1,5,73.1,5,10.531,0.0,576,820,81,7,1,Second Class
35167,3,5,2556.0,6,530.486,0.0,2574,804,81,7,2,First Class
35168,3,5,2968.98,7,283.685,0.0,2574,804,81,7,2,First Class
35169,3,5,10.44,1,1.809,0.0,2574,804,81,7,1,First Class
35170,3,5,4.18,1,0.322,0.0,2574,804,81,7,1,First Class
35171,3,5,319.984,7,39.126,0.2,2574,804,81,7,0,First Class
35172,3,5,27.9,3,3.878,0.0,2080,284,81,7,1,First Class
35173,3,5,159.296,2,20.182,0.2,2080,284,81,7,0,First Class
35174,3,5,274.416,3,66.704,0.2,2080,284,81,7,0,First Class
35175,3,5,672.448,7,158.843,0.2,2080,284,81,7,0,First Class
35176,3,5,221.4,6,22.704,0.0,1963,596,92,3,2,Standard Class
35177,3,5,16.56,2,0.692,0.0,1963,596,92,3,1,Standard Class
35178,3,5,37.696,4,4.962,0.2,2808,296,35,2,1,Second Class
35179,1,5,39.16,2,3.032,0.0,626,370,81,7,1,Standard Class
35180,1,5,158.848,2,15.321,0.2,626,370,81,7,0,Standard Class
35181,2,5,46.9,5,2.667,0.0,2997,917,38,3,1,Standard Class
35182,2,5,664.56,6,37.904,0.0,2997,917,38,3,0,Standard Class
35183,3,5,20.48,1,2.891,0.0,576,820,81,7,1,First Class
35184,2,5,428.04,9,52.87,0.0,2608,818,50,3,2,Standard Class
35185,2,5,178.56,3,24.556,0.0,2608,818,50,3,0,Standard Class
35186,3,5,16.92,2,1.397,0.0,1963,596,92,3,1,Standard Class
35187,3,5,246.78,3,20.033,0.0,1963,596,92,3,2,Standard Class
35188,3,5,144.64,4,7.896,0.0,2349,768,17,10,1,Standard Class
35189,3,5,211.696,1,16.67,0.002,2349,768,17,10,2,Standard Class
35190,3,5,66.0,5,4.303,0.0,2349,768,17,10,1,Standard Class
35191,3,5,101.8,5,7.341,0.0,2349,768,17,10,1,Standard Class
35192,3,5,305.06,7,12.991,0.0,2349,768,17,10,2,Standard Class
35193,2,5,102.9,5,9.373,0.4,253,802,4,10,0,Standard Class
35194,3,5,100.54,1,5.717,0.0,3076,950,17,10,0,Standard Class
35195,3,5,347.88,3,28.101,0.0,3076,950,17,10,0,Standard Class
35196,3,5,341.6,5,25.723,0.0,3076,950,17,10,2,Standard Class
35197,3,5,173.2,5,15.283,0.0,3076,950,17,10,0,Standard Class
35198,3,5,18.6,2,2.214,0.0,3076,950,17,10,1,Standard Class
35199,3,5,1324.88,4,87.285,0.0,3076,950,17,10,1,Standard Class
35200,3,5,1761.87,7,120.855,0.002,3076,950,17,10,2,Standard Class
35201,3,5,252.714,1,8.524,0.002,1026,321,92,3,2,Standard Class
35202,3,5,137.44,4,10.838,0.0,2853,1030,30,2,1,Standard Class
35203,3,5,135.2,5,10.735,0.0,561,194,30,2,1,First Class
35204,3,5,26.76,3,3.706,0.0,561,194,30,2,1,First Class
35205,2,5,28.24,4,5.468,0.0,2076,675,81,7,1,Standard Class
35206,2,5,33.648,2,2.099,0.4,2076,675,81,7,0,Standard Class
35207,2,5,11.0,1,1.039,0.0,2076,675,81,7,1,Standard Class
35208,2,5,15.0,2,1.386,0.0,2076,675,81,7,1,Standard Class
35209,2,5,24.72,4,3.122,0.0,2076,675,81,7,1,Standard Class
35210,2,5,17.2,2,0.961,0.0,2076,675,81,7,1,Standard Class
35211,2,5,20.58,7,1.241,0.0,2076,675,81,7,1,Standard Class
35212,1,5,151.92,3,32.938,0.0,2865,870,25,10,2,Standard Class
35213,3,5,11.92,2,0.553,0.0,2080,284,81,7,1,Second Class
35214,3,5,136.736,2,11.633,0.2,569,196,81,7,0,Standard Class
35215,3,5,66.208,2,3.903,0.2,569,196,81,7,0,Standard Class
35216,1,5,50.52,5,4.708,0.4,1345,916,81,7,0,First Class
35217,0,5,179.2,10,43.4,0.0,2814,631,30,2,1,First Class
35218,3,5,252.16,8,13.449,0.0,929,835,27,10,0,Standard Class
35219,3,5,193.28,2,9.627,0.0,929,835,27,10,0,Standard Class
35220,3,5,35.44,4,1.371,0.0,929,835,27,10,1,Standard Class
35221,3,5,71.6,2,3.787,0.0,929,835,27,10,1,Standard Class
35222,3,5,56.12,2,4.718,0.0,929,835,27,10,1,Standard Class
35223,3,5,391.016,2,19.427,0.002,489,849,11,2,2,Standard Class
35224,1,5,94.08,3,13.302,0.0,3076,950,17,10,1,Standard Class
35225,1,5,31.6,2,3.361,0.0,3076,950,17,10,1,Standard Class
35226,1,5,43.12,7,3.729,0.0,3076,950,17,10,1,Standard Class
35227,1,5,391.58,7,34.043,0.0,3076,950,17,10,0,Standard Class
35228,1,5,35.76,3,5.057,0.0,3076,950,17,10,1,Standard Class
35229,1,5,58.0,5,5.439,0.0,3311,1019,25,10,1,Standard Class
35230,3,5,175.68,6,21.896,0.0,1764,198,140,10,1,Same Day
35231,3,5,398.88,4,26.771,0.0,1764,198,140,10,0,Same Day
35232,3,5,66.68,2,2.871,0.0,435,157,27,10,0,Standard Class
35233,1,5,21.48,2,1.36,0.0,2668,958,81,7,1,Second Class
35234,2,5,44.2,5,5.486,0.0,2080,284,81,7,1,Standard Class
35235,2,5,78.048,4,3.983,0.4,2080,284,81,7,0,Standard Class
35236,2,5,122.432,4,12.588,0.2,2080,284,81,7,0,Standard Class
35237,2,5,15.0,2,2.169,0.0,2080,284,81,7,1,Standard Class
35238,1,5,104.16,2,30.178,0.0,2559,647,17,10,2,First Class
35239,2,5,166.12,2,16.767,0.0,2054,862,38,3,0,Standard Class
35240,1,5,221.44,8,32.712,0.0,807,284,81,7,2,Same Day
35241,1,5,268.704,3,41.612,0.2,807,284,81,7,0,Same Day
35242,3,5,130.0,5,10.642,0.0,876,862,38,3,1,Standard Class
35243,1,5,50.52,3,8.766,0.0,147,862,38,3,0,Standard Class
35244,1,5,21.504,3,3.684,0.2,446,656,35,2,1,First Class
35245,1,5,91.92,3,19.904,0.0,3076,950,17,10,0,First Class
35246,3,5,130.34,7,11.234,0.0,2142,729,81,7,1,Standard Class
35247,3,5,153.04,4,28.987,0.0,2556,1025,81,7,1,First Class
35248,3,5,95.0,5,9.735,0.0,2556,1025,81,7,1,First Class
35249,3,5,84.18,3,10.621,0.0,2556,1025,81,7,1,First Class
35250,3,5,19.48,2,3.185,0.0,2556,1025,81,7,1,First Class
35251,3,5,355.48,2,12.289,0.0,2483,783,30,2,2,Standard Class
35252,0,5,152.22,3,44.77,0.0,111,950,17,10,2,Second Class
35253,3,5,28.5,1,1.813,0.0,2142,729,81,7,1,Standard Class
35254,3,5,98.0,5,4.939,0.0,2142,729,81,7,2,Standard Class
35255,3,5,8.96,2,0.742,0.0,2142,729,81,7,1,Standard Class
35256,3,5,135.7,5,9.463,0.0,2142,729,81,7,1,Standard Class
35257,3,5,189.58,2,15.134,0.002,2606,817,81,7,2,Second Class
35258,3,5,288.192,3,20.754,0.2,2606,817,81,7,0,Second Class
35259,3,5,451.2,4,29.588,0.0,2867,871,30,2,0,Standard Class
35260,3,5,59.52,6,0.718,0.0,3256,228,81,7,1,Standard Class
35261,1,5,15.28,2,1.371,0.0,435,157,27,10,1,Standard Class
35262,1,5,537.4,5,43.447,0.0,435,157,27,10,0,Standard Class
35263,1,5,14.48,2,2.474,0.0,435,157,27,10,1,Standard Class
35264,3,5,28.04,1,1.014,0.0,1026,321,92,3,0,Standard Class
35265,2,5,17.4,1,1.944,0.0,1272,453,81,7,1,Standard Class
35266,2,5,57.72,6,7.035,0.0,1272,453,81,7,1,Standard Class
35267,1,5,43.56,3,7.629,0.0,2988,92,27,10,1,Standard Class
35268,1,5,146.7,3,3.184,0.0,323,767,17,10,2,First Class
35269,1,5,30.9,5,2.496,0.0,323,767,17,10,1,First Class
35270,1,5,382.9,5,27.213,0.0,323,767,17,10,0,First Class
35271,1,5,9.6,3,1.337,0.0,323,767,17,10,1,First Class
35272,1,5,2461.06,7,343.809,0.0,323,767,17,10,1,First Class
35273,1,5,1534.96,14,99.59,0.0,323,767,17,10,0,First Class
35274,1,5,340.38,3,63.193,0.0,323,767,17,10,0,First Class
35275,2,5,40.98,3,6.035,0.0,1428,862,38,3,1,Standard Class
35276,2,5,37.38,3,5.691,0.0,1428,862,38,3,0,Standard Class
35277,2,5,143.22,7,13.599,0.0,1428,862,38,3,1,Standard Class
35278,1,5,13.14,3,1.39,0.0,690,230,81,7,1,Standard Class
35279,1,5,707.0,5,63.731,0.0,690,230,81,7,1,Standard Class
35280,2,5,692.732,7,93.271,0.002,1370,412,30,2,2,Standard Class
35281,2,5,124.62,3,12.633,0.0,1370,412,30,2,0,Standard Class
35282,2,5,92.2,2,11.814,0.0,1370,412,30,2,2,Standard Class
35283,2,5,138.08,4,11.297,0.0,1370,412,30,2,1,Standard Class
35284,1,5,260.52,6,30.23,0.0,1817,370,81,7,2,Standard Class
35285,1,5,172.6,5,21.36,0.0,1817,370,81,7,1,Standard Class
35286,3,5,11.08,2,0.599,0.0,2080,284,81,7,1,Standard Class
35287,3,5,985.248,2,51.896,0.2,2080,284,81,7,0,Standard Class
35288,3,5,100.44,5,6.238,0.4,2080,284,81,7,0,Standard Class
35289,3,5,164.48,4,16.045,0.0,2112,374,50,3,1,Standard Class
35290,3,5,52.8,6,3.415,0.0,699,374,50,3,1,Standard Class
35291,1,5,49.56,2,8.895,0.0,2574,804,81,7,1,Standard Class
35292,1,5,66.48,2,10.845,0.0,2574,804,81,7,1,Standard Class
35293,1,5,97.86,3,12.554,0.0,2574,804,81,7,1,Standard Class
35294,1,5,18.08,2,3.16,0.0,2574,804,81,7,1,Standard Class
35295,1,5,473.84,5,10.37,0.2,2574,804,81,7,0,Standard Class
35296,3,5,32.06,1,6.158,0.0,2309,446,30,2,1,Same Day
35297,3,5,346.625,2,22.52,0.002,3359,374,50,3,2,Standard Class
35298,3,5,448.8,4,24.366,0.0,3359,374,50,3,0,Standard Class
35299,3,5,150.3,9,6.001,0.0,3359,374,50,3,1,Standard Class
35300,3,5,35.46,9,1.911,0.0,1885,904,81,7,1,Standard Class
35301,3,5,135.28,4,9.679,0.0,1885,904,81,7,1,Standard Class
35302,1,5,142.68,3,14.507,0.0,3177,108,81,7,2,Standard Class
35303,1,5,582.0,3,59.679,0.2,3177,108,81,7,0,Standard Class
35304,1,5,41.94,9,5.218,0.0,3177,108,81,7,1,Standard Class
35305,1,5,255.0,10,24.628,0.0,3177,108,81,7,1,Standard Class
35306,1,5,273.384,6,32.747,0.4,512,176,4,10,2,Same Day
35307,1,5,31.512,2,7.871,0.4,512,176,4,10,1,Same Day
35308,1,5,8.904,1,0.476,0.4,512,176,4,10,0,Same Day
35309,1,5,296.488,5,100.933,0.402,512,176,4,10,2,Same Day
35310,1,5,114.84,5,30.255,0.4,512,176,4,10,1,Same Day
35311,1,5,42.72,4,9.861,0.4,512,176,4,10,1,Same Day
35312,3,5,61.92,4,5.503,0.0,408,950,17,10,1,Standard Class
35313,3,5,77.84,7,1.298,0.0,408,950,17,10,1,Standard Class
35314,1,5,87.72,3,8.58,0.0,3150,779,17,10,0,Standard Class
35315,1,5,1214.72,5,147.768,0.2,807,284,81,7,0,Standard Class
35316,1,5,115.96,1,27.402,0.0,1019,315,50,3,0,First Class
35317,1,5,1121.94,3,162.998,0.0,2852,729,81,7,1,First Class
35318,3,5,48.5,5,2.426,0.0,2273,675,81,7,1,Standard Class
35319,3,5,17.28,3,1.085,0.0,1185,357,17,10,1,Standard Class
35320,3,5,719.136,9,47.038,0.2,2809,370,81,7,0,Second Class
35321,3,5,131.52,4,1.407,0.0,2809,370,81,7,1,Second Class
35322,3,5,23.76,3,1.79,0.0,2809,370,81,7,1,Second Class
35323,3,5,123.9,7,6.309,0.0,776,871,30,2,1,Standard Class
35324,3,5,621.18,7,35.052,0.0,2865,870,25,10,0,First Class
35325,3,5,297.96,3,53.943,0.0,2865,870,25,10,0,First Class
35326,0,5,36.6,5,8.486,0.0,2606,817,81,7,1,First Class
35327,0,5,93.84,3,10.888,0.0,2606,817,81,7,1,First Class
35328,0,5,143.4,5,56.606,0.0,2606,817,81,7,2,First Class
35329,0,5,60.264,3,6.772,0.4,2606,817,81,7,0,First Class
35330,1,5,12.864,3,1.249,0.2,2871,873,35,2,1,Standard Class
35331,1,5,79.08,3,5.864,0.0,2834,862,38,3,2,Standard Class
35332,1,5,33.9,3,2.419,0.0,2834,862,38,3,1,Standard Class
35333,3,5,294.896,7,31.941,0.2,2871,873,35,2,0,Second Class
35334,3,5,1073.02,4,68.945,0.2,2834,862,38,3,0,Standard Class
35335,3,5,252.3,3,9.333,0.0,1026,321,92,3,2,Standard Class
35336,3,5,607.9,5,44.904,0.0,3072,950,17,10,0,Standard Class
35337,3,5,36.0,5,1.821,0.0,1963,596,92,3,1,Standard Class
35338,0,5,20.496,3,3.468,0.2,2832,861,35,2,1,Second Class
35339,0,5,60.544,8,7.557,0.2,2832,861,35,2,1,Second Class
35340,3,5,188.8,2,13.038,0.0,1019,315,50,3,1,Standard Class
35341,3,5,140.5,5,6.801,0.0,1019,315,50,3,2,Standard Class
35342,1,5,172.8,5,17.775,0.0,2112,374,50,3,1,Standard Class
35343,3,5,13.24,1,0.668,0.0,725,196,81,7,1,Standard Class
35344,3,5,33.48,6,3.21,0.0,233,284,81,7,1,Standard Class
35345,3,5,25.08,6,0.867,0.0,1276,298,81,7,1,Standard Class
35346,3,5,37.86,3,2.405,0.0,1276,298,81,7,1,Standard Class
35347,3,5,12.816,2,0.934,0.4,1276,298,81,7,0,Standard Class
35348,1,5,25.92,3,3.108,0.0,3145,663,81,7,1,Same Day
35349,1,5,23.84,4,3.292,0.0,3145,663,81,7,1,Same Day
35350,1,5,28.96,4,11.155,0.0,3145,663,81,7,1,Same Day
35351,1,5,62.34,3,10.673,0.0,2776,370,81,7,1,First Class
35352,3,5,151.52,5,9.297,0.2,2871,873,35,2,1,Standard Class
35353,3,5,18.0,2,1.644,0.0,1231,453,81,7,1,Second Class
35354,3,5,125.504,4,3.849,0.2,1231,453,81,7,0,Second Class
35355,3,5,22.76,2,1.459,0.0,1231,453,81,7,1,Second Class
35356,3,5,182.3,5,19.845,0.0,1231,453,81,7,1,Second Class
35357,3,5,172.832,2,0.937,0.2,1231,453,81,7,0,Second Class
35358,3,5,180.096,2,16.65,0.2,1231,453,81,7,0,Second Class
35359,1,5,31.08,1,2.846,0.0,2574,804,81,7,1,Standard Class
35360,1,5,132.256,2,23.376,0.2,2574,804,81,7,0,Standard Class
35361,3,5,25.668,3,1.409,0.4,3137,333,54,3,1,Standard Class
35362,3,5,22.82,7,1.924,0.0,2867,871,30,2,1,Standard Class
35363,3,5,38.48,4,3.029,0.0,2867,871,30,2,1,Standard Class
35364,3,5,209.76,3,15.175,0.0,187,76,30,2,2,Standard Class
35365,1,5,156.24,5,25.038,0.2,3177,108,81,7,0,Standard Class
35366,3,5,23.8,5,3.061,0.0,2080,284,81,7,1,First Class
35367,3,5,105.84,3,12.874,0.0,1241,950,17,10,1,Standard Class
35368,3,5,138.6,6,5.347,0.0,1241,950,17,10,1,Standard Class
35369,1,5,97.24,2,9.388,0.0,690,230,81,7,2,Standard Class
35370,1,5,39.48,2,5.182,0.0,690,230,81,7,1,Standard Class
35371,3,5,1731.1,5,67.244,0.0,3070,950,17,10,1,Standard Class
35372,1,5,5.94,1,1.063,0.0,1231,453,81,7,1,First Class
35373,1,5,351.68,7,65.725,0.2,1231,453,81,7,0,First Class
35374,1,5,28.64,4,1.075,0.0,1963,596,92,3,1,First Class
35375,1,5,51.16,2,8.986,0.0,1963,596,92,3,1,First Class
35376,3,5,19.24,2,1.497,0.0,2819,211,99,10,1,Standard Class
35377,3,5,132.552,7,4.85,0.4,1552,230,81,7,0,Standard Class
35378,3,5,276.224,2,14.46,0.2,2868,870,35,2,2,Standard Class
35379,1,5,49.6,2,4.122,0.0,2165,242,30,2,1,Standard Class
35380,1,5,85.46,1,8.031,0.0,1467,950,17,10,0,Second Class
35381,3,5,87.936,3,7.434,0.2,2871,873,35,2,1,Standard Class
35382,3,5,31.456,2,2.694,0.2,2871,873,35,2,1,Standard Class
35383,2,5,243.0,6,37.368,0.0,2054,862,38,3,1,Standard Class
35384,2,5,76.92,2,6.205,0.0,2054,862,38,3,0,Standard Class
35385,2,5,22.98,3,2.429,0.0,2054,862,38,3,1,Standard Class
35386,1,5,38.62,1,6.51,0.0,2146,658,140,10,0,Same Day
35387,3,5,112.86,11,12.642,0.0,3125,950,17,10,1,Standard Class
35388,3,5,349.021,2,22.535,0.002,3191,453,81,7,2,Standard Class
35389,3,5,23.46,3,1.285,0.0,3191,453,81,7,1,Standard Class
35390,3,5,70.64,4,5.457,0.0,3191,453,81,7,1,Standard Class
35391,0,5,16.64,2,1.111,0.0,718,242,30,2,1,Second Class
35392,0,5,100.44,3,19.484,0.0,718,242,30,2,0,Second Class
35393,0,5,16.72,2,4.454,0.0,718,242,30,2,1,Second Class
35394,0,5,96.88,2,21.154,0.0,718,242,30,2,2,Second Class
35395,0,5,57.12,7,12.528,0.0,718,242,30,2,1,Second Class
35396,1,5,29.64,3,4.42,0.0,3009,862,38,3,1,Standard Class
35397,3,5,208.96,1,7.06,0.0,610,768,17,10,2,Standard Class
35398,3,5,275.88,3,6.009,0.0,610,768,17,10,2,Standard Class
35399,3,5,72.24,4,2.707,0.0,610,768,17,10,1,Standard Class
35400,3,5,121.74,1,5.015,0.0,2023,626,92,3,0,Standard Class
35401,3,5,298.62,9,13.88,0.0,2023,626,92,3,1,Standard Class
35402,0,5,25.84,2,4.679,0.0,2834,862,38,3,1,Same Day
35403,1,5,349.6,5,46.28,0.0,480,327,17,10,2,Standard Class
35404,1,5,66.88,4,5.339,0.0,480,327,17,10,1,Standard Class
35405,1,5,141.12,4,19.258,0.0,480,327,17,10,1,Standard Class
35406,3,5,16.884,3,1.644,0.4,1984,802,4,10,1,Standard Class
35407,1,5,50.46,3,3.054,0.0,2678,7,17,10,0,Standard Class
35408,1,5,337.68,3,55.56,0.0,2678,7,17,10,0,Standard Class
35409,0,5,24.72,3,9.914,0.0,435,157,27,10,1,First Class
35410,3,5,698.041,4,35.103,0.002,2080,284,81,7,2,Standard Class
35411,1,5,369.28,5,35.694,0.2,2868,870,35,2,2,Same Day
35412,1,5,226.56,3,28.348,0.0,1472,647,17,10,0,Standard Class
35413,1,5,16.48,2,1.374,0.0,1472,647,17,10,1,Standard Class
35414,1,5,67.12,2,4.215,0.0,1472,647,17,10,1,Standard Class
35415,1,5,177.2,5,29.9,0.0,1472,647,17,10,2,Standard Class
35416,1,5,42.16,2,10.47,0.0,3009,862,38,3,1,Second Class
35417,1,5,103.2,6,11.429,0.0,3076,950,17,10,1,Standard Class
35418,3,5,123.24,3,11.524,0.0,2867,871,30,2,0,Standard Class
35419,1,5,582.912,3,67.931,0.2,1552,230,81,7,0,Standard Class
35420,1,5,74.48,7,13.774,0.0,1552,230,81,7,1,Standard Class
35421,1,5,159.84,9,9.71,0.0,1552,230,81,7,1,Standard Class
35422,1,5,672.448,7,87.722,0.2,1552,230,81,7,0,Standard Class
35423,3,5,659.52,4,67.002,0.0,2090,284,81,7,2,Standard Class
35424,3,5,135.72,6,8.757,0.0,2090,284,81,7,1,Standard Class
35425,3,5,1318.75,6,51.005,0.2,2090,284,81,7,0,Standard Class
35426,3,5,256.526,2,13.195,0.002,2090,284,81,7,2,Standard Class
35427,3,5,444.88,4,19.333,0.0,2489,610,17,10,2,Standard Class
35428,3,5,214.2,6,10.487,0.0,2489,610,17,10,0,Standard Class
35429,3,5,7.2,1,0.586,0.0,3190,284,81,7,1,Standard Class
35430,3,5,22.68,2,2.166,0.0,3190,284,81,7,1,Standard Class
35431,2,5,190.92,3,17.062,0.0,2867,871,30,2,0,Standard Class
35432,0,5,570.9,5,174.853,0.0,2608,818,50,3,0,First Class
